Sample;Speech;Noise;SNR;STOI orig.;STOI pred.;eSTOI orig.;eSTOI pred.;PESQ orig.;PESQ pred.
292;DR2-MPDF0-SI1542;Sports Field;2;0.948;0.964;0.838;0.902;1.09;2.253
293;DR2-MPDF0-SI2172;Restaurant;2;0.815;0.897;0.415;0.62;1.094;1.461
294;DR2-MPDF0-SI912;City park;-8;0.479;0.671;0.275;0.362;1.025;1.265
295;DR2-MPDF0-SX102;Meeting room;0;0.835;0.877;0.514;0.644;1.059;1.473
296;DR2-MPDF0-SX12;Metro;-4;0.608;0.735;0.329;0.359;1.028;1.39
297;DR2-MPDF0-SX192;Copy machine;6;0.801;0.855;0.578;0.69;1.158;1.574
298;DR2-MPDF0-SX282;Town square;2;0.871;0.935;0.661;0.773;1.066;2.152
299;DR2-MPDF0-SX372;River;2;0.917;0.951;0.711;0.847;1.189;2.152
300;DR2-MPGL0-SA1;Living room;4;0.89;0.923;0.775;0.85;1.28;2.548
301;DR2-MPGL0-SA2;Copy machine;-8;0.405;0.506;0.128;0.174;1.028;1.159
302;DR2-MPGL0-SI1099;Living room;-6;0.732;0.802;0.376;0.573;1.029;1.737
303;DR2-MPGL0-SI1729;Bus;-6;0.785;0.868;0.482;0.605;1.035;1.646
304;DR2-MPGL0-SI469;Sports Field;-4;0.872;0.889;0.621;0.672;1.032;2.124
305;DR2-MPGL0-SX109;Speech-shaped noise;0;0.715;0.843;0.35;0.597;1.088;1.535
306;DR2-MPGL0-SX199;Copy machine;2;0.604;0.732;0.351;0.534;1.148;1.325
307;DR2-MPGL0-SX19;Bus;-6;0.913;0.934;0.709;0.797;1.032;2.549
308;DR2-MPGL0-SX289;Copy machine;-2;0.454;0.587;0.268;0.292;1.052;1.33
309;DR2-MPGL0-SX379;Sports Field;-2;0.907;0.953;0.75;0.852;1.054;2.623
310;DR2-MRCZ0-SA1;Metro;-8;0.709;0.769;0.485;0.579;1.031;1.222
311;DR2-MRCZ0-SA2;Sports Field;-6;0.797;0.875;0.594;0.739;1.024;2.064
312;DR2-MRCZ0-SI1541;Bus;-8;0.802;0.897;0.518;0.703;1.023;1.497
313;DR2-MRCZ0-SI2171;River;0;0.616;0.739;0.384;0.514;1.047;1.325
314;DR2-MRCZ0-SI911;Traffic;-2;0.746;0.844;0.537;0.664;1.05;1.808
315;DR2-MRCZ0-SX101;Living room;-4;0.625;0.705;0.319;0.44;1.03;1.327
316;DR2-MRCZ0-SX11;Town square;6;0.843;0.919;0.711;0.859;1.113;2.857
317;DR2-MRCZ0-SX191;Cafeteria;-4;0.529;0.545;0.262;0.299;1.046;1.115
318;DR2-MRCZ0-SX281;Hallway;6;0.962;0.976;0.873;0.912;1.347;1.676
319;DR2-MRCZ0-SX371;Copy machine;0;0.565;0.699;0.267;0.349;1.048;1.161
320;DR2-MRGG0-SA1;Traffic;4;0.893;0.932;0.791;0.87;1.084;2.15
321;DR2-MRGG0-SA2;Meeting room;0;0.778;0.793;0.587;0.665;1.114;1.351
322;DR2-MRGG0-SI1199;Traffic;-2;0.746;0.813;0.502;0.67;1.053;1.502
323;DR2-MRGG0-SI1829;Subway station;0;0.775;0.85;0.526;0.662;1.066;1.655
324;DR2-MRGG0-SI569;River;4;0.901;0.917;0.723;0.795;1.255;1.901
325;DR2-MRGG0-SX119;Traffic;6;0.96;0.942;0.869;0.883;1.253;1.984
326;DR2-MRGG0-SX209;Sports Field;4;0.936;0.952;0.825;0.886;1.16;2.558
327;DR2-MRGG0-SX299;Bus;4;0.935;0.893;0.843;0.844;1.412;2.036
328;DR2-MRGG0-SX29;Sports Field;0;0.963;0.966;0.853;0.881;1.197;2.092
329;DR2-MRGG0-SX389;Copy machine;-2;0.553;0.708;0.366;0.489;1.06;1.24
330;DR2-MTAS1-SA1;Subway station;6;0.831;0.909;0.602;0.765;1.157;1.92
331;DR2-MTAS1-SA2;Meeting room;0;0.789;0.877;0.574;0.709;1.079;1.717
332;DR2-MTAS1-SI1473;River;2;0.932;0.951;0.677;0.786;1.303;1.908
333;DR2-MTAS1-SI2098;City park;-2;0.853;0.921;0.612;0.718;1.096;2.139
334;DR2-MTAS1-SI838;River;6;0.898;0.938;0.641;0.762;1.269;1.839
335;DR2-MTAS1-SX118;Meeting room;-8;0.619;0.599;0.325;0.41;1.042;1.16
336;DR2-MTAS1-SX208;Meeting room;2;0.754;0.812;0.455;0.533;1.069;1.148
337;DR2-MTAS1-SX28;Bus;0;0.916;0.936;0.727;0.806;1.199;2.234
338;DR2-MTAS1-SX298;River;-6;0.656;0.776;0.379;0.555;1.054;1.486
339;DR2-MTAS1-SX388;Meeting room;-2;0.739;0.792;0.436;0.54;1.073;1.325
340;DR2-MTMR0-SA1;Meeting room;0;0.757;0.774;0.438;0.505;1.053;1.243
341;DR2-MTMR0-SA2;Hallway;0;0.914;0.945;0.767;0.845;1.241;2.304
342;DR2-MTMR0-SI1303;Sports Field;-4;0.866;0.916;0.581;0.698;1.043;2.092
343;DR2-MTMR0-SI1933;Bus;-2;0.868;0.913;0.553;0.68;1.066;1.977
344;DR2-MTMR0-SI673;Meeting room;-8;0.696;0.771;0.427;0.578;1.034;1.223
345;DR2-MTMR0-SX133;Hallway;4;0.979;0.969;0.916;0.932;1.56;2.592
346;DR2-MTMR0-SX223;City park;6;0.866;0.903;0.667;0.757;1.227;1.854
347;DR2-MTMR0-SX313;Metro;-4;0.761;0.835;0.355;0.559;1.041;1.597
348;DR2-MTMR0-SX403;Hallway;2;0.931;0.933;0.74;0.833;1.369;2.118
349;DR2-MTMR0-SX43;Copy machine;0;0.634;0.768;0.354;0.536;1.089;1.487
350;DR2-MWEW0-SA1;Metro;-4;0.697;0.729;0.376;0.489;1.034;1.159
351;DR2-MWEW0-SA2;Speech-shaped noise;4;0.776;0.875;0.519;0.706;1.145;2.082
352;DR2-MWEW0-SI1361;Copy machine;-6;0.467;0.552;0.188;0.157;1.026;1.119
353;DR2-MWEW0-SI1991;Traffic;-2;0.776;0.856;0.475;0.643;1.024;1.646
354;DR2-MWEW0-SI731;Copy machine;-2;0.616;0.687;0.377;0.466;1.056;1.18
355;DR2-MWEW0-SX101;Town square;-4;0.839;0.905;0.563;0.754;1.024;2.126
356;DR2-MWEW0-SX11;Subway station;-6;0.589;0.688;0.409;0.482;1.023;1.381
357;DR2-MWEW0-SX191;Sports Field;-8;0.728;0.86;0.475;0.633;1.022;1.735
358;DR2-MWEW0-SX281;Copy machine;-2;0.563;0.659;0.192;0.297;1.057;1.176
359;DR2-MWEW0-SX371;Bus;2;0.945;0.972;0.772;0.861;1.256;2.742
360;DR2-MWVW0-SA1;Cafeteria;4;0.749;0.815;0.56;0.639;1.093;1.362
361;DR2-MWVW0-SA2;Speech-shaped noise;-6;0.473;0.606;0.239;0.365;1.063;1.182
362;DR2-MWVW0-SI1476;Sports Field;2;0.906;0.935;0.716;0.828;1.051;1.718
363;DR2-MWVW0-SI2106;Speech-shaped noise;4;0.713;0.82;0.465;0.655;1.127;1.824
364;DR2-MWVW0-SI846;Town square;2;0.9;0.925;0.746;0.84;1.069;2.01
365;DR2-MWVW0-SX126;Speech-shaped noise;-2;0.698;0.838;0.415;0.606;1.048;1.208
366;DR2-MWVW0-SX216;Cafeteria;-8;0.318;0.327;0.09;0.148;1.036;1.091
367;DR2-MWVW0-SX306;Speech-shaped noise;0;0.694;0.821;0.465;0.623;1.082;1.31
368;DR2-MWVW0-SX36;City park;-2;0.766;0.831;0.493;0.611;1.03;1.549
369;DR2-MWVW0-SX396;Bus;-4;0.97;0.973;0.891;0.931;1.174;2.693
370;DR3-FCMH0-SA1;Hallway;-8;0.714;0.838;0.44;0.628;1.021;1.544
371;DR3-FCMH0-SA2;River;-2;0.777;0.872;0.601;0.762;1.028;1.938
372;DR3-FCMH0-SI1454;Sports Field;-8;0.766;0.881;0.548;0.767;1.023;1.705
373;DR3-FCMH0-SI2084;Bus;-8;0.911;0.943;0.795;0.873;1.06;2.306
374;DR3-FCMH0-SI824;Hallway;4;0.953;0.967;0.847;0.912;1.11;2.607
375;DR3-FCMH0-SX104;Copy machine;4;0.743;0.849;0.499;0.675;1.036;1.514
376;DR3-FCMH0-SX14;Metro;6;0.92;0.957;0.776;0.892;1.082;2.23
377;DR3-FCMH0-SX194;Restaurant;0;0.641;0.654;0.403;0.492;1.049;1.213
378;DR3-FCMH0-SX284;Restaurant;-8;0.502;0.529;0.119;0.197;1.04;1.065
379;DR3-FCMH0-SX374;Copy machine;0;0.665;0.809;0.405;0.639;1.033;1.34
380;DR3-FKMS0-SA1;Living room;0;0.783;0.801;0.546;0.687;1.026;1.373
381;DR3-FKMS0-SA2;Town square;2;0.887;0.947;0.78;0.882;1.034;1.834
382;DR3-FKMS0-SI1490;Speech-shaped noise;-8;0.62;0.721;0.191;0.408;1.044;1.13
383;DR3-FKMS0-SI2120;Traffic;-8;0.786;0.887;0.482;0.726;1.023;1.717
384;DR3-FKMS0-SI860;Meeting room;-2;0.645;0.673;0.317;0.412;1.041;1.112
385;DR3-FKMS0-SX140;Restaurant;6;0.786;0.855;0.58;0.689;1.105;1.439
386;DR3-FKMS0-SX230;Copy machine;-6;0.416;0.532;0.278;0.317;1.026;1.13
387;DR3-FKMS0-SX320;River;-8;0.566;0.624;0.226;0.297;1.027;1.248
388;DR3-FKMS0-SX410;City park;2;0.894;0.943;0.63;0.815;1.038;2.113
389;DR3-FKMS0-SX50;Restaurant;-6;0.572;0.565;0.137;0.197;1.034;1.069
390;DR3-FPKT0-SA1;Metro;-2;0.695;0.728;0.514;0.59;1.024;1.079
391;DR3-FPKT0-SA2;Hallway;6;0.902;0.944;0.81;0.892;1.119;2.186
392;DR3-FPKT0-SI1538;Speech-shaped noise;6;0.821;0.877;0.566;0.75;1.073;1.495
393;DR3-FPKT0-SI2168;Meeting room;6;0.858;0.862;0.621;0.68;1.073;1.141
394;DR3-FPKT0-SI908;City park;4;0.85;0.903;0.671;0.847;1.026;2.249
395;DR3-FPKT0-SX188;Meeting room;-2;0.698;0.673;0.455;0.507;1.029;1.071
396;DR3-FPKT0-SX278;Sports Field;-2;0.91;0.916;0.799;0.848;1.032;1.37
397;DR3-FPKT0-SX368;City park;0;0.748;0.839;0.541;0.707;1.024;1.423
398;DR3-FPKT0-SX8;Subway station;-8;0.485;0.497;0.253;0.4;1.018;1.083
399;DR3-FPKT0-SX98;Bus;-8;0.868;0.911;0.712;0.797;1.036;1.555
400;DR3-MBDG0-SA1;Speech-shaped noise;0;0.735;0.849;0.499;0.725;1.061;1.508
401;DR3-MBDG0-SA2;Restaurant;2;0.737;0.809;0.52;0.612;1.155;1.596
402;DR3-MBDG0-SI1463;Copy machine;-8;0.501;0.548;0.237;0.334;1.025;1.057
403;DR3-MBDG0-SI2093;Town square;2;0.93;0.944;0.822;0.873;1.099;2.188
404;DR3-MBDG0-SI833;Restaurant;-8;0.56;0.607;0.233;0.408;1.048;1.132
405;DR3-MBDG0-SX113;Copy machine;-6;0.508;0.491;0.17;0.178;1.037;1.122
406;DR3-MBDG0-SX203;Subway station;2;0.825;0.834;0.603;0.657;1.038;1.231
407;DR3-MBDG0-SX23;Copy machine;0;0.662;0.783;0.527;0.649;1.067;1.259
408;DR3-MBDG0-SX293;Hallway;2;0.953;0.958;0.82;0.875;1.243;2.04
409;DR3-MBDG0-SX383;Town square;2;0.904;0.953;0.802;0.908;1.053;2.094
410;DR3-MBWM0-SA1;Living room;6;0.901;0.944;0.756;0.849;1.257;2.442
411;DR3-MBWM0-SA2;Meeting room;-2;0.669;0.652;0.454;0.475;1.1;1.136
412;DR3-MBWM0-SI1304;Meeting room;-6;0.655;0.74;0.369;0.456;1.03;1.108
413;DR3-MBWM0-SI1934;Living room;6;0.865;0.908;0.783;0.851;1.508;3.052
414;DR3-MBWM0-SI674;Metro;-6;0.762;0.865;0.47;0.667;1.034;1.343
415;DR3-MBWM0-SX134;Town square;-2;0.864;0.93;0.707;0.808;1.043;2.146
416;DR3-MBWM0-SX224;Cafeteria;2;0.764;0.868;0.553;0.643;1.092;1.391
417;DR3-MBWM0-SX314;Traffic;-8;0.693;0.783;0.425;0.537;1.029;1.299
418;DR3-MBWM0-SX404;Restaurant;6;0.714;0.787;0.417;0.524;1.184;1.49
419;DR3-MBWM0-SX44;Meeting room;-2;0.604;0.572;0.351;0.389;1.064;1.16
420;DR3-MCSH0-SA1;Meeting room;2;0.74;0.76;0.586;0.605;1.063;1.22
421;DR3-MCSH0-SA2;River;-4;0.844;0.925;0.732;0.863;1.031;2.497
422;DR3-MCSH0-SI1549;Copy machine;0;0.694;0.778;0.412;0.549;1.043;1.337
423;DR3-MCSH0-SI2179;Cafeteria;2;0.748;0.824;0.558;0.642;1.047;1.452
424;DR3-MCSH0-SI919;Bus;4;0.983;0.983;0.955;0.965;1.869;3.198
425;DR3-MCSH0-SX109;City park;0;0.823;0.871;0.666;0.78;1.034;1.933
426;DR3-MCSH0-SX199;Copy machine;-4;0.501;0.636;0.331;0.466;1.039;1.206
427;DR3-MCSH0-SX19;City park;2;0.889;0.916;0.767;0.816;1.09;2.217
428;DR3-MCSH0-SX289;Speech-shaped noise;6;0.809;0.916;0.626;0.828;1.17;2.185
429;DR3-MCSH0-SX379;City park;0;0.772;0.85;0.527;0.653;1.028;1.778
430;DR3-MCTW0-SA1;Cafeteria;0;0.689;0.688;0.506;0.556;1.071;1.401
431;DR3-MCTW0-SA2;Copy machine;-2;0.509;0.624;0.258;0.35;1.114;1.356
432;DR3-MCTW0-SI1373;Town square;4;0.937;0.936;0.798;0.837;1.144;1.896
433;DR3-MCTW0-SI2003;Metro;0;0.835;0.903;0.565;0.691;1.115;1.678
434;DR3-MCTW0-SI743;River;-8;0.467;0.458;0.115;0.101;1.035;1.115
435;DR3-MCTW0-SX113;Hallway;-8;0.639;0.706;0.384;0.429;1.035;1.337
436;DR3-MCTW0-SX203;Cafeteria;2;0.758;0.714;0.533;0.525;1.093;1.266
437;DR3-MCTW0-SX23;Speech-shaped noise;-6;0.502;0.661;0.277;0.413;1.07;1.361
438;DR3-MCTW0-SX293;Living room;6;0.909;0.884;0.702;0.771;1.251;1.699
439;DR3-MCTW0-SX383;City park;0;0.657;0.705;0.431;0.456;1.043;1.288
440;DR3-MGJF0-SA1;Living room;-2;0.86;0.902;0.724;0.81;1.057;2.108
441;DR3-MGJF0-SA2;Cafeteria;-8;0.424;0.543;0.221;0.241;1.062;1.148
442;DR3-MGJF0-SI1901;Restaurant;-6;0.512;0.587;0.181;0.227;1.057;1.129
443;DR3-MGJF0-SI641;Meeting room;-2;0.722;0.774;0.442;0.521;1.062;1.259
444;DR3-MGJF0-SI776;Copy machine;-6;0.551;0.656;0.37;0.472;1.026;1.175
445;DR3-MGJF0-SX101;Hallway;4;0.929;0.963;0.754;0.879;1.208;2.376
446;DR3-MGJF0-SX11;Meeting room;-4;0.578;0.683;0.468;0.562;1.028;1.524
447;DR3-MGJF0-SX191;Meeting room;2;0.651;0.681;0.482;0.513;1.14;1.293
448;DR3-MGJF0-SX281;Sports Field;6;0.948;0.971;0.77;0.888;1.106;2.534
449;DR3-MGJF0-SX371;Restaurant;4;0.744;0.86;0.407;0.552;1.188;1.723
450;DR3-MGLB0-SA1;Subway station;6;0.847;0.891;0.647;0.756;1.179;2.081
451;DR3-MGLB0-SA2;Meeting room;6;0.905;0.935;0.715;0.799;1.394;2.024
452;DR3-MGLB0-SI1534;Cafeteria;-8;0.5;0.497;0.181;0.23;1.051;1.119
453;DR3-MGLB0-SI2164;City park;2;0.866;0.921;0.573;0.739;1.078;1.97
454;DR3-MGLB0-SI904;Bus;-4;0.967;0.976;0.849;0.894;1.379;2.695
455;DR3-MGLB0-SX184;Sports Field;-2;0.945;0.964;0.817;0.891;1.074;2.117
456;DR3-MGLB0-SX274;Living room;0;0.827;0.879;0.559;0.721;1.175;1.774
457;DR3-MGLB0-SX364;City park;-6;0.723;0.792;0.367;0.475;1.027;1.311
458;DR3-MGLB0-SX4;Restaurant;-2;0.631;0.788;0.389;0.497;1.085;1.29
459;DR3-MGLB0-SX94;Cafeteria;-4;0.675;0.78;0.301;0.409;1.056;1.276
460;DR3-MHPG0-SA1;Metro;-2;0.852;0.877;0.662;0.721;1.142;1.84
461;DR3-MHPG0-SA2;Speech-shaped noise;-2;0.669;0.815;0.361;0.569;1.14;1.488
462;DR3-MHPG0-SI1090;Town square;-8;0.692;0.803;0.429;0.573;1.027;1.444
463;DR3-MHPG0-SI1720;Subway station;2;0.798;0.864;0.54;0.681;1.081;1.532
464;DR3-MHPG0-SI460;Living room;-4;0.68;0.772;0.337;0.444;1.035;1.241
465;DR3-MHPG0-SX100;Traffic;-4;0.694;0.79;0.382;0.542;1.028;1.612
466;DR3-MHPG0-SX10;Meeting room;-4;0.595;0.638;0.343;0.359;1.06;1.118
467;DR3-MHPG0-SX190;Copy machine;-6;0.438;0.447;0.131;0.113;1.039;1.128
468;DR3-MHPG0-SX280;Cafeteria;4;0.802;0.844;0.603;0.657;1.142;1.659
469;DR3-MHPG0-SX370;Meeting room;-6;0.686;0.75;0.429;0.536;1.023;1.145
470;DR3-MJBR0-SA1;Meeting room;-2;0.727;0.745;0.518;0.577;1.034;1.112
471;DR3-MJBR0-SA2;Bus;4;0.964;0.983;0.896;0.947;1.65;3.078
472;DR3-MJBR0-SI1001;Meeting room;-6;0.675;0.775;0.392;0.536;1.029;1.16
473;DR3-MJBR0-SI1631;Sports Field;-6;0.789;0.882;0.605;0.735;1.025;1.826
474;DR3-MJBR0-SI2261;Copy machine;-4;0.571;0.654;0.23;0.337;1.053;1.157
475;DR3-MJBR0-SX101;Copy machine;-2;0.664;0.767;0.356;0.507;1.028;1.334
476;DR3-MJBR0-SX11;City park;-6;0.406;0.589;0.393;0.487;1.027;1.186
477;DR3-MJBR0-SX191;Bus;-4;0.712;0.85;0.52;0.598;1.045;1.545
478;DR3-MJBR0-SX281;Living room;2;0.942;0.958;0.805;0.858;1.374;1.631
479;DR3-MJBR0-SX371;City park;-2;0.711;0.863;0.376;0.548;1.03;1.279
480;DR3-MJES0-SA1;Copy machine;0;0.549;0.63;0.327;0.368;1.05;1.316
481;DR3-MJES0-SA2;Cafeteria;6;0.808;0.871;0.603;0.694;1.206;1.819
482;DR3-MJES0-SI1384;River;-2;0.888;0.925;0.703;0.826;1.114;1.934
483;DR3-MJES0-SI2014;River;-6;0.658;0.768;0.333;0.432;1.037;1.365
484;DR3-MJES0-SI754;Restaurant;6;0.787;0.886;0.516;0.689;1.134;1.713
485;DR3-MJES0-SX124;Living room;4;0.905;0.941;0.678;0.796;1.182;1.912
486;DR3-MJES0-SX214;Town square;2;0.882;0.916;0.712;0.806;1.157;2.131
487;DR3-MJES0-SX304;Restaurant;-4;0.535;0.604;0.259;0.304;1.042;1.244
488;DR3-MJES0-SX34;Sports Field;-4;0.916;0.948;0.714;0.849;1.061;2.215
489;DR3-MJES0-SX394;Cafeteria;2;0.776;0.859;0.502;0.685;1.116;1.675
490;DR3-MJJG0-SA1;Town square;0;0.842;0.883;0.614;0.723;1.057;1.68
491;DR3-MJJG0-SA2;Traffic;-6;0.818;0.87;0.574;0.687;1.03;1.629
492;DR3-MJJG0-SI1003;Hallway;2;0.952;0.953;0.819;0.871;1.226;2.354
493;DR3-MJJG0-SI1633;Speech-shaped noise;6;0.835;0.902;0.561;0.723;1.233;1.762
494;DR3-MJJG0-SI2263;City park;4;0.942;0.955;0.802;0.858;1.099;1.807
495;DR3-MJJG0-SX103;Town square;6;0.935;0.951;0.828;0.877;1.183;2.366
496;DR3-MJJG0-SX13;Traffic;2;0.855;0.882;0.707;0.794;1.039;1.661
497;DR3-MJJG0-SX193;River;-4;0.538;0.591;0.253;0.28;1.037;1.257
498;DR3-MJJG0-SX283;Metro;-8;0.714;0.76;0.426;0.517;1.043;1.38
499;DR3-MJJG0-SX373;Metro;0;0.781;0.834;0.569;0.677;1.185;1.556
500;DR3-MJMP0-SA1;Living room;-2;0.658;0.789;0.459;0.639;1.025;1.481
501;DR3-MJMP0-SA2;Hallway;-2;0.924;0.948;0.792;0.874;1.063;2.227
502;DR3-MJMP0-SI1535;Subway station;2;0.804;0.851;0.602;0.717;1.049;1.583
503;DR3-MJMP0-SI1791;Hallway;4;0.959;0.953;0.836;0.871;1.129;2.144
504;DR3-MJMP0-SI905;Speech-shaped noise;-4;0.632;0.755;0.367;0.532;1.081;1.336
505;DR3-MJMP0-SX185;Hallway;-2;0.696;0.794;0.523;0.675;1.041;2.037
506;DR3-MJMP0-SX275;River;2;0.956;0.952;0.893;0.888;1.206;2.566
507;DR3-MJMP0-SX365;Traffic;-6;0.792;0.857;0.478;0.616;1.023;1.508
508;DR3-MJMP0-SX5;Speech-shaped noise;6;0.852;0.894;0.687;0.791;1.226;2.22
509;DR3-MJMP0-SX95;Traffic;0;0.878;0.908;0.659;0.759;1.03;1.789
510;DR3-MJVW0-SA1;Sports Field;6;0.969;0.98;0.91;0.935;1.263;2.962
511;DR3-MJVW0-SA2;Bus;-8;0.869;0.903;0.719;0.799;1.056;1.993
512;DR3-MJVW0-SI1733;Sports Field;-6;0.937;0.956;0.797;0.862;1.034;2.341
513;DR3-MJVW0-SI1758;Living room;6;0.845;0.924;0.563;0.771;1.119;1.867
514;DR3-MJVW0-SI473;Town square;-8;0.826;0.925;0.501;0.699;1.027;1.478
515;DR3-MJVW0-SX113;Meeting room;-8;0.551;0.554;0.32;0.303;1.04;1.073
516;DR3-MJVW0-SX203;Cafeteria;2;0.686;0.698;0.393;0.438;1.043;1.205
517;DR3-MJVW0-SX23;Metro;2;0.928;0.926;0.787;0.797;1.196;1.743
518;DR3-MJVW0-SX293;Copy machine;4;0.794;0.82;0.55;0.653;1.079;1.403
519;DR3-MJVW0-SX383;Town square;4;0.929;0.949;0.798;0.877;1.063;2.127
520;DR3-MKCH0-SA1;Metro;4;0.922;0.936;0.798;0.872;1.139;1.975
521;DR3-MKCH0-SA2;Speech-shaped noise;-2;0.656;0.786;0.35;0.543;1.105;1.46
522;DR3-MKCH0-SI1378;Town square;0;0.88;0.915;0.676;0.78;1.043;2.039
523;DR3-MKCH0-SI1425;Metro;-4;0.609;0.752;0.283;0.429;1.06;1.218
524;DR3-MKCH0-SI2008;River;2;0.918;0.939;0.722;0.771;1.07;2.146
525;DR3-MKCH0-SX118;Meeting room;-6;0.595;0.627;0.481;0.555;1.103;1.2
526;DR3-MKCH0-SX208;Metro;4;0.832;0.879;0.538;0.674;1.187;1.587
527;DR3-MKCH0-SX28;Meeting room;-8;0.596;0.625;0.287;0.332;1.032;1.137
528;DR3-MKCH0-SX298;Subway station;6;0.833;0.906;0.614;0.767;1.112;2.051
529;DR3-MKCH0-SX388;Restaurant;-2;0.604;0.712;0.287;0.369;1.048;1.286
530;DR3-MLNT0-SA1;Speech-shaped noise;-2;0.652;0.795;0.369;0.568;1.112;1.451
531;DR3-MLNT0-SA2;Restaurant;-2;0.462;0.558;0.23;0.324;1.084;1.244
532;DR3-MLNT0-SI1574;City park;6;0.932;0.933;0.837;0.864;1.297;2.373
533;DR3-MLNT0-SI1902;Speech-shaped noise;6;0.8;0.879;0.542;0.703;1.328;2.038
534;DR3-MLNT0-SI642;Living room;4;0.905;0.918;0.708;0.774;1.194;1.699
535;DR3-MLNT0-SX102;Town square;6;0.904;0.93;0.697;0.788;1.205;1.867
536;DR3-MLNT0-SX12;Restaurant;0;0.5;0.633;0.301;0.305;1.123;1.272
537;DR3-MLNT0-SX192;Hallway;-6;0.807;0.855;0.572;0.687;1.071;1.53
538;DR3-MLNT0-SX282;Cafeteria;-6;0.611;0.692;0.282;0.344;1.045;1.147
539;DR3-MLNT0-SX372;Speech-shaped noise;4;0.824;0.901;0.502;0.707;1.193;1.674
540;DR3-MMAB0-SA1;Bus;-4;0.882;0.9;0.717;0.807;1.067;2.276
541;DR3-MMAB0-SA2;Cafeteria;-4;0.473;0.561;0.301;0.292;1.041;1.242
542;DR3-MMAB0-SI1362;Town square;-8;0.845;0.917;0.538;0.697;1.032;1.921
543;DR3-MMAB0-SI1992;River;-4;0.869;0.924;0.7;0.807;1.04;2.103
544;DR3-MMAB0-SI732;Metro;-8;0.629;0.68;0.334;0.379;1.037;1.208
545;DR3-MMAB0-SX102;Town square;-6;0.835;0.897;0.594;0.733;1.028;1.588
546;DR3-MMAB0-SX12;Living room;4;0.809;0.91;0.585;0.751;1.096;2.472
547;DR3-MMAB0-SX192;Cafeteria;2;0.647;0.772;0.384;0.569;1.063;1.455
548;DR3-MMAB0-SX282;City park;-2;0.665;0.794;0.38;0.458;1.048;1.598
549;DR3-MMAB0-SX372;Living room;0;0.77;0.881;0.463;0.633;1.062;1.732
550;DR3-MMDH0-SA1;Metro;-8;0.735;0.805;0.553;0.668;1.028;1.437
551;DR3-MMDH0-SA2;River;-6;0.538;0.576;0.274;0.342;1.034;1.215
552;DR3-MMDH0-SI1656;Copy machine;-4;0.476;0.588;0.294;0.337;1.03;1.155
553;DR3-MMDH0-SI2118;Speech-shaped noise;6;0.783;0.866;0.581;0.757;1.183;2.014
554;DR3-MMDH0-SI2286;Bus;0;0.959;0.959;0.876;0.878;1.772;1.655
555;DR3-MMDH0-SX126;Cafeteria;-4;0.608;0.612;0.402;0.426;1.038;1.155
556;DR3-MMDH0-SX216;City park;-4;0.708;0.78;0.432;0.57;1.035;1.449
557;DR3-MMDH0-SX306;Town square;0;0.879;0.923;0.745;0.855;1.046;1.86
558;DR3-MMDH0-SX36;Traffic;6;0.888;0.92;0.725;0.82;1.064;1.905
559;DR3-MMDH0-SX396;Bus;6;0.993;0.983;0.97;0.948;1.949;3.139
560;DR3-MMJR0-SA1;Metro;-8;0.723;0.796;0.512;0.61;1.04;1.486
561;DR3-MMJR0-SA2;Copy machine;-8;0.452;0.484;0.117;0.119;1.021;1.069
562;DR3-MMJR0-SI1648;Speech-shaped noise;6;0.824;0.898;0.565;0.755;1.168;1.927
563;DR3-MMJR0-SI2166;Meeting room;-4;0.761;0.779;0.423;0.539;1.038;1.453
564;DR3-MMJR0-SI2278;Restaurant;6;0.85;0.886;0.639;0.711;1.249;1.652
565;DR3-MMJR0-SX118;Copy machine;-6;0.431;0.404;0.186;0.175;1.025;1.111
566;DR3-MMJR0-SX208;Sports Field;-6;0.789;0.846;0.428;0.619;1.031;1.559
567;DR3-MMJR0-SX28;Living room;-6;0.783;0.86;0.437;0.645;1.034;1.302
568;DR3-MMJR0-SX298;Copy machine;0;0.59;0.671;0.348;0.364;1.049;1.216
569;DR3-MMJR0-SX388;Sports Field;-4;0.899;0.906;0.672;0.74;1.042;1.62
570;DR3-MMWH0-SA1;River;-6;0.851;0.897;0.713;0.799;1.031;1.82
571;DR3-MMWH0-SA2;Meeting room;2;0.697;0.785;0.512;0.636;1.087;1.658
572;DR3-MMWH0-SI1089;Traffic;2;0.91;0.949;0.647;0.783;1.114;1.998
573;DR3-MMWH0-SI1301;Copy machine;-2;0.609;0.722;0.222;0.325;1.048;1.22
574;DR3-MMWH0-SI459;Bus;-2;0.922;0.95;0.68;0.821;1.071;2.223
575;DR3-MMWH0-SX189;Speech-shaped noise;-2;0.652;0.792;0.357;0.518;1.11;1.441
576;DR3-MMWH0-SX279;Copy machine;0;0.601;0.737;0.282;0.42;1.06;1.318
577;DR3-MMWH0-SX369;Hallway;-6;0.856;0.925;0.692;0.794;1.207;2.368
578;DR3-MMWH0-SX99;Sports Field;2;0.907;0.94;0.772;0.849;1.141;2.52
579;DR3-MMWH0-SX9;Subway station;-4;0.553;0.639;0.402;0.463;1.032;1.39
580;DR3-MRTK0-SA1;Sports Field;-8;0.757;0.857;0.542;0.679;1.026;1.506
581;DR3-MRTK0-SA2;Speech-shaped noise;6;0.782;0.882;0.546;0.717;1.485;2.048
